9712	8374	
8986	9415	
9307	9040	
8858	9617	
9089	9456	
8832	9573	
8459	9838	
9764	8317	
7910	9988	
8761	9578	
9364	8965	
9750	8328	
9341	8992	
9002	9375	
9562	8681	
8443	9818	
7067	10077	
9197	9247	
9726	8264	
8101	9970	
9850	7943	
9870	7771	
7667	10068	
9881	7474	
6964	10057	
9887	7689	
9876	7738	
9889	7664	
7410	10075	
7284	10090	
7217	10098	
7866	10031	
7718	10066	
7755	10061	
7869	10027	
7857	10052	
7709	10068	
7953	10023	
8275	9957	
8292	9941	
8324	9936	
8168	9977	
8211	9970	
8354	9911	
8245	9961	
8340	9926	
8224	9967	
8259	9960	
8716	9717	
8603	9814	
8671	9787	
8520	9860	
8554	9833	
8546	9835	
8693	9768	
8709	9732	
8561	9830	
8705	9765	
8638	9812	
8926	9615	
9054	9532	
8951	9614	
9056	9502	
9060	9489	
8791	9679	
9103	9479	
8981	9585	
8878	9639	
9028	9542	
9008	9570	
9026	9549	
9022	9559	
9399	9132	
9248	9313	
9329	9208	
9264	9264	
9260	9274	
9249	9291	
9271	9247	
9386	9136	
9428	9106	
9371	9179	
9322	9243	
9252	9289	
9361	9183	
9356	9200	
9261	9273	
9518	8902	
9440	8927	
9481	8905	
9562	8879	
9546	8896	
9471	8908	
9595	8834	
9548	8892	
9638	8730	
9491	8904	
9590	8841	
9617	8798	
9725	8539	
9768	8438	
9684	8566	
9742	8501	
9739	8513	
9702	8558	
9672	8618	
9761	8468	
9734	8537	
9861	8035	
9828	8133	
9849	8103	
9833	8107	
9863	8030	
9874	7981	
9853	8052	
9860	8051	
9810	8162	
9888	7628	
9886	7682	
7183	10086	
7262	10074	
7141	10091	
7232	10083	
7741	10056	
7799	10051	
7830	10043	
7838	10037	
7898	10011	
7814	10046	
7866	10024	
7714	10062	
7854	10028	
8350	9895	
8271	9943	
8327	9912	
8230	9961	
8304	9930	
8328	9898	
8322	9929	
8267	9949	
8198	9970	
8232	9950	
8634	9793	
8639	9787	
8597	9807	
8577	9814	
8529	9815	
8654	9779	
8624	9795	
8513	9827	
8642	9782	
8656	9778	
8692	9765	
8684	9767	
8936	9605	
8981	9584	
9021	9541	
8989	9570	
8999	9549	
9082	9479	
9024	9522	
9051	9521	
9054	9511	
9018	9546	
8929	9609	
9317	9210	
9413	9065	
9312	9238	
9362	9137	
9382	9134	
9354	9194	
9229	9276	
9361	9163	
9405	9081	
9257	9261	
9533	8873	
9527	8889	
9610	8798	
9547	8872	
9560	8844	
9592	8815	
9594	8808	
9508	8895	
9550	8870	
9612	8780	
9736	8485	
9737	8471	
9672	8608	
9739	8438	
9725	8532	
9676	8550	
9710	8539	
9732	8529	
9738	8462	
9849	8056	
9862	8005	
9843	8092	
9822	8118	
9832	8103	
9864	7971	
9854	8010	
9884	7581	
9883	7614	
9886	7544	
9866	7745	
9869	7728	
9878	7655	
7146	10083	
7255	10064	
7178	10080	
7251	10072	
7215	10079	
7724	10056	
7895	9977	
7726	10053	
7791	10049	
7714	10057	
7671	10060	
7830	10040	
7801	10046	
7697	10058	
7761	10050	
7851	9999	
7838	10017	
8205	9961	
8324	9897	
8249	9947	
8146	9968	
8195	9966	
8230	9959	
8270	9942	
8266	9943	
8271	9941	
8265	9946	
8317	9929	
8654	9770	
8508	9812	
8595	9793	
8558	9810	
8674	9712	
8610	9792	
8582	9803	
8619	9786	
8665	9752	
9014	9542	
9054	9461	
8985	9569	
8953	9578	
9024	9516	
9036	9500	
9050	9489	
8927	9600	
8935	9583	
9028	9504	
9026	9513	
9018	9541	
9050	9489	
9372	9128	
9310	9217	
9371	9131	
9281	9238	
9373	9117	
9335	9168	
9341	9167	
9318	9186	
9308	9230	
9411	9044	
9348	9163	
9560	8843	
9526	8871	
9513	8887	
9590	8800	
9532	8869	
9609	8768	
9546	8859	
9493	8888	
9589	8808	
9580	8811	
9567	8814	
9599	8792	
9691	8529	
9693	8518	
9721	8508	
9682	8532	
9739	8426	
9735	8468	
9673	8546	
9718	8509	
9841	8091	
9859	7989	
9850	8010	
9849	8039	
9848	8046	
9805	8106	
9830	8100	
9854	8004	
9885	7491	
7191	10079	
7242	10071	
8877	9587	
