9889	7714	
9870	7715	
9868	8027	
9860	8054	
9851	8073	
9847	8079	
9832	8187	
9757	8388	
9753	8411	
9750	8433	
9748	8438	
9743	8480	
9733	8505	
9729	8527	
9727	8528	
9719	8604	
9702	8612	
9627	8664	
9614	8729	
9611	8835	
9595	8843	
9576	8866	
9554	8875	
9528	8923	
9517	8927	
9451	9090	
9394	9096	
9388	9147	
9372	9149	
9370	9185	
9360	9194	
9349	9218	
9345	9229	
9324	9238	
9306	9257	
9273	9270	
9246	9290	
9244	9309	
9181	9375	
9132	9383	
9127	9404	
9122	9415	
9088	9440	
9087	9501	
9068	9502	
9054	9512	
9049	9524	
9046	9539	
9023	9551	
8998	9553	
8994	9556	
8993	9572	
8976	9576	
8968	9596	
8934	9608	
8925	9612	
8891	9618	
8813	9633	
8796	9645	
8768	9682	
8756	9683	
8725	9718	
8714	9750	
8684	9771	
8653	9790	
8638	9796	
8617	9801	
8607	9804	
8601	9807	
8596	9819	
8568	9841	
8404	9844	
8390	9859	
8388	9868	
8357	9922	
8336	9934	
8295	9942	
8292	9943	
8275	9957	
8250	9966	
8195	9969	
8183	9975	
8124	9979	
8068	9984	
8010	10000	
7969	10016	
7918	10027	
7916	10035	
7858	10052	
7797	10059	
7788	10061	
7748	10064	
7344	10075	
7304	10076	
7137	10084	
