9889	7664	
9887	7689	
9886	7741	
9873	8002	
9866	8011	
9864	8070	
9847	8075	
9842	8102	
9835	8133	
9825	8161	
9823	8205	
9780	8215	
9775	8238	
9774	8283	
9760	8471	
9743	8485	
9742	8501	
9732	8514	
9731	8520	
9716	8526	
9709	8566	
9707	8597	
9675	8700	
9644	8763	
9627	8795	
9612	8798	
9591	8835	
9586	8869	
9553	8894	
9539	8916	
9523	8936	
9520	8940	
9486	8943	
9474	9008	
9440	9111	
9409	9134	
9388	9141	
9369	9170	
9341	9194	
9333	9235	
9305	9249	
9286	9259	
9264	9265	
9257	9304	
9229	9333	
9203	9337	
9133	9350	
9127	9358	
9098	9383	
9096	9403	
9080	9471	
9067	9505	
9066	9506	
9055	9507	
9054	9538	
9020	9545	
9012	9552	
8995	9560	
8963	9565	
8958	9569	
8955	9598	
8915	9636	
8882	9653	
8805	9676	
8760	9677	
8746	9681	
8737	9684	
8723	9726	
8707	9737	
8704	9759	
8696	9766	
8677	9780	
8662	9783	
8641	9787	
8634	9808	
8606	9810	
8572	9836	
8518	9851	
8409	9860	
8397	9863	
8382	9864	
8358	9916	
8302	9937	
8293	9942	
8280	9949	
8266	9954	
8250	9966	
8210	9968	
8195	9972	
8171	9981	
8104	9995	
8064	9999	
7974	10002	
7910	10010	
7894	10013	
7870	10038	
7815	10043	
7806	10045	
7791	10048	
7775	10062	
7701	10063	
7606	10065	
7244	10069	
7239	10079	
7230	10088	
