9889	7664	
9887	7689	
9876	7738	
9874	7981	
9863	8030	
9861	8035	
9860	8051	
9853	8052	
9849	8103	
9833	8107	
9828	8133	
9810	8162	
9768	8438	
9761	8468	
9742	8501	
9739	8513	
9734	8537	
9725	8539	
9702	8558	
9684	8566	
9672	8618	
9638	8730	
9617	8798	
9595	8834	
9590	8841	
9562	8879	
9548	8892	
9546	8896	
9518	8902	
9491	8904	
9481	8905	
9471	8908	
9440	8927	
9428	9106	
9399	9132	
9386	9136	
9371	9179	
9361	9183	
9356	9200	
9329	9208	
9322	9243	
9271	9247	
9264	9264	
9261	9273	
9260	9274	
9252	9289	
9249	9291	
9248	9313	
9103	9479	
9060	9489	
9056	9502	
9054	9532	
9028	9542	
9026	9549	
9022	9559	
9008	9570	
8981	9585	
8951	9614	
8926	9615	
8878	9639	
8791	9679	
8716	9717	
8709	9732	
8705	9765	
8693	9768	
8671	9787	
8638	9812	
8603	9814	
8561	9830	
8554	9833	
8546	9835	
8520	9860	
8354	9911	
8340	9926	
8324	9936	
8292	9941	
8275	9957	
8259	9960	
8245	9961	
8224	9967	
8211	9970	
8168	9977	
7953	10023	
7869	10027	
7866	10031	
7857	10052	
7755	10061	
7718	10066	
7709	10068	
7410	10075	
7284	10090	
7217	10098	
