0 1
0 2
0 14
1 2
1 3
1 13
1 14
2 3
2 4
3 4
3 13
5 6
5 7
5 8
6 7
6 8
6 11
6 12
6 17
7 8
7 17
8 12
9 10
9 11
10 11
10 14
10 15
10 18
10 19
11 15
11 17
15 16
15 18
16 18
16 19
18 19
