653.592635,941.014250,62
628.974347,651.244593,62
807.636666,851.777619,62
818.385313,784.970965,62
677.172842,767.350161,62
905.798781,814.365786,62
751.285476,852.328800,62
756.464700,741.716771,62
822.675384,648.327078,62
888.166198,616.887277,62
931.272940,878.981909,62
974.566877,814.717180,62
161.970099,139.626358,62
237.310098,310.960826,62
82.990986,241.134396,62
295.539754,181.584218,62
81.234848,128.029789,62
231.093360,357.097066,62
107.002865,23.440185,62
221.598636,212.000770,62
48.439460,344.241140,62
315.685456,338.799112,62
285.474678,79.638404,62
308.902103,276.619874,62
135.705181,205.376709,62
399.892977,498.947707,62
213.997913,684.570806,62
196.658939,527.130181,62
137.036785,609.628416,62
151.323405,490.595946,62
673.078898,268.206858,62
377.347809,596.254185,62
399.888840,220.308948,62
669.882393,542.538860,62
317.459698,703.741564,62
485.066906,805.818361,62
78.128836,720.167819,62
35.228789,864.766123,62
238.692829,123.224620,62
145.113009,414.014438,62
831.811462,436.151861,62
255.347368,787.633175,62
159.346067,825.557164,62
285.244684,623.237071,62
58.377892,633.601867,62
316.101127,938.701005,62
220.843556,913.374411,62
87.523912,803.103543,62
792.802048,289.222404,62
834.626005,171.788154,62
703.045566,192.852933,62
801.073224,83.125241,62
906.373579,231.441073,62
972.139664,395.381862,62
711.140483,93.806454,62
622.368978,92.808580,62
