652.663221,927.970864,125
644.746071,653.519235,125
807.636666,851.777619,125
818.385313,784.970965,125
675.559124,754.127259,125
923.389312,794.119477,125
742.357610,874.938470,125
736.250516,722.273042,125
822.675384,648.327078,125
888.166198,616.887277,125
692.771462,791.809130,125
760.213342,829.719130,125
931.272940,878.981909,125
655.451462,967.101021,125
748.361876,779.696709,125
888.208250,834.612095,125
974.566877,814.717180,125
632.994428,787.565678,125
148.176938,136.755257,125
237.310098,310.960826,125
58.769134,249.506811,125
304.771962,183.190356,125
67.105090,108.348968,125
209.249027,361.824302,125
242.015527,354.733447,125
267.843131,176.765804,125
107.002865,23.440185,125
221.598636,212.000770,125
48.439460,344.241140,125
95.364606,147.710609,125
107.212838,232.761981,125
315.685456,338.799112,125
298.388399,94.087364,125
189.556423,145.368559,125
308.902103,276.619874,125
135.705181,205.376709,125
399.892977,498.947707,125
224.402907,714.937013,125
183.461611,550.816601,125
137.036785,609.628416,125
693.381453,724.662513,125
151.323405,490.595946,125
650.313468,269.960032,125
377.347809,596.254185,125
399.888840,220.308948,125
654.160930,547.743277,125
307.553070,675.671406,125
613.202623,648.969950,125
311.368978,737.209230,125
485.066906,805.818361,125
47.264334,706.460216,125
21.742722,870.093738,125
238.692829,123.224620,125
259.647237,50.740486,125
784.781706,723.180561,125
145.113009,414.014438,125
831.811462,436.151861,125
685.603856,537.334443,125
209.856266,503.443761,125
257.314623,814.437489,125
186.658430,831.289906,125
132.033704,819.824423,125
285.244684,623.237071,125
84.302167,646.679108,125
280.080171,771.971893,125
316.101127,938.701005,125
231.440158,787.034111,125
339.547765,664.876392,125
75.508064,719.577842,125
220.843556,913.374411,125
190.653202,665.796793,125
250.587265,750.284895,125
32.453617,620.524625,125
114.234881,735.055374,125
87.523912,803.103543,125
216.532635,642.612406,125
62.200922,854.110894,125
790.301092,319.856084,125
852.572739,192.125963,125
806.798403,165.611015,125
854.387740,143.466818,125
708.210080,220.043149,125
824.337809,100.396222,125
813.961771,276.490559,125
889.968863,215.983052,125
972.139664,395.381862,125
725.221362,119.115727,125
773.779594,90.718547,125
774.143281,271.320570,125
622.368978,92.808580,125
700.463308,179.257825,125
695.844328,266.453684,125
832.395901,50.667649,125
922.778294,246.899094,125
697.059605,68.497181,125
