652.316809,915.274260,125
644.746071,653.519235,125
923.389312,794.119477,125
736.250516,722.273042,125
822.675384,648.327078,125
888.166198,616.887277,125
653.009634,940.667469,125
748.361876,779.696709,125
888.208250,834.612095,125
148.176938,136.755257,125
58.769134,249.506811,125
304.771962,183.190356,125
242.015527,354.733447,125
95.364606,147.710609,125
313.338453,94.311395,125
189.556423,145.368559,125
308.902103,276.619874,125
399.892977,498.947707,125
218.635815,728.058278,125
183.461611,550.816601,125
137.036785,609.628416,125
377.347809,596.254185,125
654.160930,547.743277,125
485.066906,805.818361,125
145.113009,414.014438,125
831.811462,436.151861,125
230.169999,701.815748,125
132.033704,819.824423,125
84.302167,646.679108,125
316.101127,938.701005,125
220.843556,913.374411,125
87.523912,803.103543,125
805.262197,319.166665,125
852.572739,192.125963,125
854.387740,143.466818,125
972.139664,395.381862,125
799.386695,154.386238,125
725.221362,119.115727,125
695.844328,266.453684,125
685.014525,178.763336,125
485.066906,805.818361,125
972.139664,395.381862,125
